S.No.,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
5826,Honda City i DTEC S,2017,65792,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,39.395136
5827,Hyundai i20 1.4 Sportz,2018,30000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,37.6464
5828,Nissan Micra XV CVT,2017,54387,Petrol,Automatic,First,19.15 kmpl,1198 CC,75.94 bhp,5,28.41696
5829,Renault KWID RXT Optional,2018,1617,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,20.839104
5830,Honda City i-DTEC SV,2015,82000,Diesel,Manual,First,25.6 kmpl,1498 CC,98.6 bhp,5,38.8608
5831,Toyota Innova Crysta 2.4 G MT 8S,2017,20000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,8,80.1504
5832,Maruti Baleno Alpha 1.3,2015,98000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,26.7168
5833,Ford EcoSport 1.5 TDCi Trend,2015,57000,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,30.84576
5834,Toyota Innova 2.5 G (Diesel) 8 Seater,2013,250000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,8,38.37504
5835,Ford Ecosport 1.5 DV5 MT Ambiente,2014,56549,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,34.97472
5836,Volkswagen Polo Diesel Comfortline 1.2L,2012,78500,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,17.73024
5837,Hyundai i20 Sportz 1.4 CRDi,2016,55036,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,30.84576
5838,Renault Duster 85PS Diesel RxL Explore,2016,55000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,37.88928
5839,Ford Ikon 1.3 Flair,2007,90000,Petrol,Manual,Second,13.8 kmpl,1299 CC,70 bhp,5,6.80064
5840,Ford Endeavour XLT TDCi 4X2,2007,155000,Diesel,Manual,First,13.1 kmpl,2499 CC,141 bhp,7,26.7168
5841,Maruti Baleno Delta 1.3,2018,17810,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5,41.2896
5842,Mercedes-Benz New C-Class C 220 CDI Elegance AT,2011,42408,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,50.907648
5843,Maruti Esteem Vxi - BSIII,2005,81000,Petrol,Manual,Second,15.9 kmpl,1298 CC,85 bhp,5,3.6432
5844,Tata Indigo XL Grand Petrol,2008,52000,Petrol,Manual,Second,12.85 kmpl,1396 CC,99.6 bhp,5,6.31488
5845,BMW 5 Series 525d Sedan,2013,35000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5,102.0096
5846,Hyundai Santro Xing GL Plus,2013,60000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,11.17248
5847,Skoda Octavia 2.0 TDI AT Style Plus,2015,27000,Diesel,Automatic,First,19.5 kmpl,1968 CC,141 bhp,5,72.62112
5848,Audi A6 2011-2015 35 TDI Technology,2017,55975,Diesel,Automatic,Second,17.68 kmpl,1968 CC,174.33 bhp,5,174.484992
5849,Ford Figo 1.5D Trend MT,2016,115000,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,21.8592
5850,Mahindra Xylo D4 BS III,2016,132000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7,26.7168
5851,Maruti Celerio ZXI AT,2015,40337,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,21.61632
5852,Toyota Innova 2.5 G4 Diesel 8-seater,2008,192000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,33.27456
5853,Hyundai Grand i10 CRDi Asta,2016,50000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,26.7168
5854,Hyundai Grand i10 1.2 Kappa Sportz,2016,28147,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,24.628032
5855,Hyundai Grand i10 Sportz,2015,20000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,18.70176
5856,Hyundai Elite i20 Petrol Asta,2016,11000,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,38.61792
5857,Maruti Zen Estilo LXI BSIII,2009,63000,Petrol,Manual,Second,18.2 kmpl,998 CC,67.1 bhp,5,6.072
5858,Maruti Alto K10 2010-2014 VXI,2014,36967,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,17.681664
5859,Toyota Fortuner 4x2 Manual,2016,73053,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,97.152
5860,Mahindra Thar CRDe AC,2019,16392,Diesel,Manual,First,16.55 kmpl,2498 CC,105 bhp,6,50.324736
5861,Hyundai Santro Xing XO,2007,79000,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,8.98656
5862,Toyota Etios G,2013,67000,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,5,19.67328
5863,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2015,48600,Diesel,Automatic,First,12.0 kmpl,2987 CC,224 bhp,7,235.5936
5864,Renault Duster 110PS Diesel RxZ,2014,70000,Diesel,Manual,First,19.6 kmpl,1461 CC,108.45 bhp,5,40.0752
5865,Maruti Swift VDI,2014,84000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,25.5024
5866,Volkswagen Vento Magnific 1.6 Comfortline,2013,49106,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5,21.37344
5867,Skoda Superb L&K 2.0 TDI AT,2017,35000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5,125.0832
5868,BMW 3 Series 330d Convertible,2014,51240,Diesel,Automatic,First,8.2 kmpl,2993 CC,245 bhp,4,143.396352
5869,Maruti Wagon R VXI BS IV,2011,37000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,10.20096
5870,Renault KWID RXT,2017,32587,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,18.021696
5871,Ford Endeavour 4x2 XLT Limited Edition,2009,180000,Diesel,Manual,First,10.9 kmpl,2499 CC,143 bhp,7,36.432
5872,Maruti Vitara Brezza ZDi Plus Dual Tone,2017,21248,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,45.855744
5873,Hyundai Santro Xing XO eRLX Euro II,2006,47200,Petrol,Manual,Second,17.0 kmpl,1086 CC,null bhp,5,5.82912
5874,Mercedes-Benz E-Class 200 Kompressor Elegance,2014,40000,Petrol,Automatic,First,10.5 kmpl,1796 CC,157.7 bhp,5,116.5824
5875,Mercedes-Benz C-Class Progressive C 220d,2019,4000,Diesel,Automatic,First,0.0 kmpl,1950 CC,194 bhp,5,170.016
5876,Maruti Ertiga VXI CNG,2017,23700,CNG,Manual,First,17.5 km/kg,1373 CC,80.46 bhp,7,40.0752
5877,Audi A4 2.0 TDI Celebration Edition,2011,57000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,147.51 bhp,5,47.3616
5878,Hyundai Grand i10 Asta,2014,37000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,16.75872
5879,Mitsubishi Pajero Sport 4X4,2014,70000,Diesel,Manual,Second,13.5 kmpl,2477 CC,175.56 bhp,7,57.56256
5880,Mercedes-Benz New C-Class C 250 CDI Avantgarde,2012,92469,Diesel,Automatic,Second,19.71 kmpl,2143 CC,201.15 bhp,5,78.401664
5881,Maruti Wagon R LXI CNG,2015,55000,CNG,Manual,First,26.6 km/kg,998 CC,58.16 bhp,5,17.97312
5882,Maruti Alto K10 VXI AGS,2017,20000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,19.4304
5883,Hyundai i20 Sportz 1.2,2015,42000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5,28.17408
5884,Maruti Swift Dzire VDI,2014,28000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,22.58784
5885,Mercedes-Benz R-Class R350 4Matic Long,2010,93000,Petrol,Automatic,Second,11.8 kmpl,3498 CC,272 bhp,7,72.864
5886,Ford EcoSport 1.5 Ti VCT AT Titanium,2015,23000,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5,33.03168
5887,Honda City i DTEC VX Option,2016,36000,Diesel,Manual,First,25.1 kmpl,1498 CC,98.6 bhp,5,49.7904
5888,Maruti Alto K10 2010-2014 VXI,2014,52000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,13.11552
5889,Maruti Ertiga ZDI,2015,59245,Diesel,Manual,First,20.77 kmpl,1248 CC,88.8 bhp,7,41.2896
5890,Hyundai i20 Diesel Asta Option,2018,31000,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,37.6464
5891,Tata Indigo CS eGLX BS IV,2015,83000,Petrol,Manual,First,15.64 kmpl,1193 CC,64.08 bhp,5,13.11552
5892,Maruti Alto Std,2004,81500,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,6.31488
5893,Maruti Estilo LXI,2008,51000,Petrol,Manual,Second,19.5 kmpl,1061 CC,null bhp,,8.5008
5894,Hyundai Creta 1.6 SX,2018,9900,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,64.12032
5895,Maruti Wagon R LX,2004,94000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,4.8576
5896,Toyota Etios V,2017,27100,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,30.942912
5897,Toyota Etios V,2015,12000,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,21.8592
5898,Renault Duster 110PS Diesel RXZ Optional with Nav,2013,29000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,31.5744
5899,Maruti Swift Dzire Vdi BSIV,2013,65000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5,24.239424
5900,Mercedes-Benz GLC 220,2017,50794,Diesel,Automatic,First,17.9 kmpl,2143 CC,170 bhp,5,210.33408
5901,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,59000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,31.5744
5902,Maruti Wagon R LXI CNG,2012,72000,CNG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,10.9296
5903,Maruti Ciaz 1.4 AT Alpha,2017,15234,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,48.33312
5904,Ford Ecosport 1.5 DV5 MT Titanium,2015,44000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,35.70336
5905,Tata Zest Quadrajet 1.3 75PS XE,2016,125000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,22.34496
5906,Ford Endeavour 3.0L 4X4 AT,2011,100000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7,41.2896
5907,Renault Duster 110PS Diesel RxZ AMT,2017,34686,Diesel,Automatic,First,19.6 kmpl,1461 CC,108.45 bhp,5,57.611136
5908,Nissan X-Trail SLX MT,2011,98000,Diesel,Manual,First,14.42 kmpl,1995 CC,147.6 bhp,5,38.8608
5909,Toyota Fortuner 4x4 AT,2015,90000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,104.4384
5910,Chevrolet Aveo U-VA 1.2 LS,2007,81000,Petrol,Manual,First,15.26 kmpl,1150 CC,74.9 bhp,5,6.31488
5911,Skoda Rapid 1.6 TDI Ambition,2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,28.65984
5912,Mahindra XUV500 W8 4WD,2013,52910,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,46.1472
5913,Maruti Swift Dzire ZDi,2010,100000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,21.8592
5914,Skoda Octavia Elegance 1.9 TDI,2003,132000,Diesel,Manual,First,18.7 kmpl,1896 CC,66 bhp,5,10.9296
5915,Chevrolet Enjoy Petrol LS 7 Seater,2014,18000,Petrol,Manual,First,13.7 kmpl,1399 CC,98.82 bhp,7,16.27296
5916,Hyundai Accent GLE,2005,50000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,3.40032
5917,Mercedes-Benz New C-Class C 200 CGI,2012,33000,Petrol,Automatic,First,14.74 kmpl,1991 CC,184 bhp,5,77.7216
5918,Renault Duster 85PS Diesel RxE,2014,30000,Diesel,Manual,First,20.45 kmpl,1461 CC,83.8 bhp,5,38.8608
5919,Jaguar F Type 5.0 V8 S,2015,8000,Petrol,Automatic,First,12.5 kmpl,5000 CC,488.1 bhp,2,485.76
5920,Hyundai Verna 1.6 SX,2012,58646,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,23.025024
5921,Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,2016,21000,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,174.8736
5922,Volkswagen Vento Petrol Highline,2015,57026,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,26.911104
5923,Skoda Superb Style 2.0 TDI AT,2017,42000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5,111.676224
5924,Mahindra Scorpio 1.99 S4 Plus,2017,26741,Diesel,Manual,First,15.4 kmpl,1997 CC,120 bhp,7,48.964608
5925,Skoda Laura Classic 1.8 TSI,2010,85000,Petrol,Manual,First,17.5 kmpl,1798 CC,null bhp,5,13.84416
5926,Maruti 800 DX BSII,2000,78000,Petrol,Manual,First,16.1 kmpl,796 CC,37 bhp,4,2.67168
5927,Audi Q5 3.0 TDI Quattro Technology,2018,29091,Diesel,Automatic,First,13.22 kmpl,2967 CC,241.4 bhp,5,221.117952
5928,Mahindra NuvoSport N6,2018,37323,Diesel,Manual,Second,17.45 kmpl,1493 CC,100 bhp,7,35.411904
5929,Volkswagen Vento Diesel Highline,2011,55595,Diesel,Manual,Second,20.54 kmpl,1598 CC,103.6 bhp,5,20.88768
5930,Maruti Swift Dzire VXI Optional,2015,49900,Petrol,Manual,First,20.85 kmpl,1197 CC,83.14 bhp,5,23.31648
5931,Maruti Ertiga VXI,2012,52500,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7,25.5024
5932,Maruti Alto 800 2016-2019 LXI,2016,5700,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,13.60128
5933,Hyundai i20 Magna 1.4 CRDi (Diesel),2014,53340,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5,21.13056
5934,Ford Ecosport 1.5 DV5 MT Titanium,2014,57000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,26.668224
5935,Maruti Alto K10 LXI CNG,2015,59525,CNG,Manual,Second,32.26 km/kg,998 CC,58.2 bhp,4,15.05856
5936,Volkswagen Vento 1.5 TDI Highline,2014,58000,Diesel,Manual,First,20.34 kmpl,1498 CC,103.2 bhp,5,31.5744
5937,Mahindra Scorpio VLX 2WD Airbag BSIII,2011,73000,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8,31.08864
5938,Ford Figo Aspire 1.5 TDCi Titanium Plus,2016,33554,Diesel,Manual,First,25.83 kmpl,1498 CC,99 bhp,5,30.214272
5939,Toyota Innova 2.5 G (Diesel) 8 Seater,2012,106000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,40.80384
5940,Maruti Dzire LDI,2018,27000,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,28.65984
5941,Renault KWID RXL,2018,1000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5,16.51584
5942,Ford Endeavour 2.5L 4X2 MT,2011,119000,Diesel,Manual,Third,13.1 kmpl,2499 CC,141 bhp,7,31.5744
5943,Mahindra Jeep MM 540 DP,2002,75000,Diesel,Manual,First,0.0 kmpl,2112 CC,null bhp,6,8.25792
5944,Ford EcoSport 1.0 Ecoboost Titanium Plus,2015,64000,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,29.1456
5945,Hyundai Creta 1.6 CRDi SX,2016,63738,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,57.80544
5946,BMW 5 Series 2013-2017 530d M Sport,2016,16000,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,233.1648
5947,Maruti Ertiga VXI AT Petrol,2017,28000,Petrol,Automatic,First,18.69 kmpl,1462 CC,103 bhp,7,38.8608
5948,Skoda Laura L and K AT,2007,91000,Diesel,Automatic,Second,15.6 kmpl,1896 CC,106 bhp,5,11.90112
5949,Chevrolet Beat LS,2013,25000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,8.5008
5950,Audi Q3 2.0 TDI,2014,65630,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,105.6528
5951,Honda City 1.5 V MT,2014,48094,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,35.2176
5952,Maruti Swift Lxi BSIII,2009,90456,Petrol,Manual,Second,16.1 kmpl,1298 CC,88.2 bhp,5,14.5728
5953,Ford Figo Diesel EXI,2012,140000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,12.192576
5954,Toyota Fortuner 4x4 AT,2015,95000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,95.20896
5955,Mercedes-Benz New C-Class 200 CDI Classic,2013,79000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5,75.2928
5956,Toyota Innova 2.5 GX (Diesel) 7 Seater,2012,96000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,55.8624
5957,Honda City 1.5 EXI,2004,186679,Petrol,Manual,Second,13.0 kmpl,1493 CC,100 bhp,5,8.549376
5958,Honda Amaze S i-Dtech,2015,91000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,22.733568
5959,Toyota Corolla Altis 1.8 G CVT,2010,109703,Petrol,Automatic,Second,14.28 kmpl,1798 CC,138.03 bhp,5,19.4304
5960,Tata Indica Vista Quadrajet VX,2012,110000,Diesel,Manual,First,22.3 kmpl,1248 CC,74 bhp,5,13.60128
5961,Mahindra XUV500 W8 2WD,2012,35000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,40.0752
5962,Maruti Ritz VDi,2010,47722,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,8.25792
5963,Mercedes-Benz New C-Class C 200 AVANTGARDE,2013,25000,Petrol,Automatic,First,14.74 kmpl,1991 CC,181.04 bhp,5,72.13536
5964,Hyundai Verna VTVT 1.6 AT SX Option,2018,8000,Petrol,Automatic,First,17.0 kmpl,1591 CC,121.3 bhp,5,62.42016
5965,Mercedes-Benz New C-Class C 250 CDI Elegance,2012,65000,Diesel,Automatic,First,14.94 kmpl,2143 CC,204 bhp,5,77.7216
5966,Maruti Wagon R VXI BS IV,2018,1048,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,22.83072
5967,Maruti Ertiga VXI,2014,42000,Petrol,Manual,Second,16.02 kmpl,1373 CC,93.7 bhp,7,28.854144
5968,Skoda Rapid Ultima 1.6 TDI Elegance,2013,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,38.8608
5969,Toyota Innova 2.5 V Diesel 8-seater,2010,72000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,26.47392
5970,Mercedes-Benz GLA Class 200 Sport,2018,17773,Petrol,Automatic,First,13.7 kmpl,1991 CC,183 bhp,5,129.989376
5971,Volkswagen Polo 1.5 TDI Highline,2013,65000,Diesel,Manual,Second,20.14 kmpl,1498 CC,88 bhp,5,17.0016
5972,Hyundai Santro Xing GL,2008,65000,Petrol,Manual,Second,0.0 kmpl,1086 CC,62 bhp,5,6.752064
5973,Hyundai Verna 1.6 CRDi EX MT,2013,53280,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5,22.83072
5974,Volkswagen Ameo 1.2 MPI Highline,2016,34005,Petrol,Manual,First,17.0 kmpl,1198 CC,73.75 bhp,5,27.9312
5975,Hyundai i20 Asta Option 1.2,2017,14618,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,39.395136
5976,Maruti Wagon R LX BSIII,2006,65771,Petrol,Manual,Second,17.3 kmpl,1061 CC,64 bhp,5,3.6432
5977,Tata Indica LEI,2006,78000,Petrol,Manual,Second,13.5 kmpl,1405 CC,60 bhp,5,4.8576
5978,Mahindra Xylo D4,2016,105545,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,7,25.74528
5979,ISUZU D-MAX V-Cross 4X4,2017,25000,Diesel,Manual,First,12.4 kmpl,2499 CC,134 bhp,5,38.8608
5980,Hyundai i20 2015-2017 Magna,2010,80561,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,13.309824
5981,Maruti Baleno Alpha,2017,6000,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,36.432
5982,Tata Hexa XTA,2016,39000,Diesel,Automatic,First,17.6 kmpl,2179 CC,153.86 bhp,7,65.5776
5983,Volkswagen Polo Petrol Comfortline 1.2L,2011,55001,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,10.68672
5984,Mercedes-Benz New C-Class C 200 CGI Elegance,2012,63720,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,64.3632
5985,Toyota Etios GD,2013,70000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,18.847488
5986,Hyundai Getz GLS,2005,100000,Petrol,Manual,Second,15.3 kmpl,1341 CC,83 bhp,5,4.12896
5987,Tata Tiago 1.2 Revotron XT,2017,15386,Petrol,Manual,First,23.84 kmpl,1199 CC,84 bhp,5,24.822336
5988,Renault Duster 85PS Diesel RxL Option,2013,102486,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,20.6448
5989,Audi A4 35 TDI Premium Plus,2013,58629,Diesel,Automatic,Second,18.25 kmpl,1968 CC,187.74 bhp,5,80.247552
5990,Tata New Safari DICOR 2.2 VX 4x2,2008,86000,Diesel,Manual,Third,13.93 kmpl,2179 CC,138 bhp,7,2.91456
5991,Maruti Swift VDI,2012,68238,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,23.31648
5992,Skoda Superb Elegance 1.8 TSI AT,2011,42036,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,30.36
5993,Hyundai Elantra SX,2014,55619,Petrol,Manual,First,16.3 kmpl,1797 CC,147.5 bhp,5,40.31808
5994,Honda City 1.5 E MT,2009,60000,Petrol,Manual,Third,17.0 kmpl,1497 CC,118 bhp,5,15.7872
5995,Renault Duster 85PS Diesel RxL Explore,2015,30000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,37.6464
5996,Jaguar XF 2.2 Litre Luxury,2016,31150,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,148.351104
5997,Maruti Wagon R Duo Lxi,2010,70000,LPG,Manual,First,26.2 km/kg,998 CC,58.2 bhp,5,11.026752
5998,Volkswagen Polo IPL II 1.2 Petrol Highline,2010,70290,Petrol,Manual,Second,17.24 kmpl,1198 CC,73.9 bhp,5,14.378496
5999,Tata Bolt Revotron XT,2016,10000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,19.4304
6000,Hyundai i20 Sportz 1.2,2014,68010,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5,25.5024
6001,Audi A6 2011-2015 2.0 TDI,2013,91903,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,85.299456
6002,Volkswagen Vento 1.6 Highline,2011,38000,Petrol,Manual,First,16.09 kmpl,1598 CC,103.5 bhp,5,15.7872
6003,Maruti Celerio VXI,2015,67600,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,19.4304
6004,Hyundai Getz GLE,2007,66800,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5,10.68672
6005,Maruti Vitara Brezza VDi,2016,37208,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,36.091968
6006,Mercedes-Benz M-Class ML 320 CDI,2009,102002,Diesel,Automatic,First,8.7 kmpl,2987 CC,224.34 bhp,5,52.2192
6007,Maruti Swift Dzire Vdi BSIV,2011,68000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,13.3584
6008,Porsche Panamera Diesel,2013,40000,Diesel,Automatic,Second,17.85 kmpl,2967 CC,300 bhp,4,218.592
6009,Toyota Camry Hybrid,2015,33500,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,95.9376
6010,Honda Brio 1.2 VX MT,2013,33746,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,15.54432
6011,Skoda Superb 3.6 V6 FSI,2009,53000,Petrol,Automatic,First,0.0 kmpl,3597 CC,262.6 bhp,5,23.0736
6012,Toyota Innova 2.5 V Diesel 7-seater,2011,45004,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,46.050048
6013,Honda Amaze VX i-DTEC,2015,70602,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,23.462208
6014,Maruti Swift VDI,2014,27365,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,23.0736
6015,Hyundai Xcent 1.1 CRDi S,2015,100000,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,19.4304
6016,Mahindra Xylo D4 BSIV,2012,55000,Diesel,Manual,Second,14.0 kmpl,2498 CC,112 bhp,8,14.08704
6017,Maruti Wagon R VXI,2013,46000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,12.87264
6018,Chevrolet Beat Diesel,2011,47000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,12.144
6019,Maruti Alto K10 LXI CNG,2014,40929,CNG,Manual,First,32.26 km/kg,998 CC,58.2 bhp,4,
6020,Maruti Alto 800 2016-2019 LXI,2013,54493,Petrol,Manual,Second,24.7 kmpl,796 CC,47.3 bhp,5,
6021,Toyota Innova Crysta Touring Sport 2.4 MT,2017,34000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,
6022,Toyota Etios Liva GD,2012,139000,Diesel,Manual,First,23.59 kmpl,1364 CC,null bhp,5,
6023,Hyundai i20 Magna,2014,29000,Petrol,Manual,First,18.5 kmpl,1197 CC,82.85 bhp,5,
6024,Mahindra XUV500 W8 2WD,2016,85609,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7,
6025,Toyota Fortuner 4x2 AT TRD Sportivo,2015,59000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.7 bhp,7,
6026,Hyundai EON Era Plus,2013,65000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,
6027,Honda City 1.5 S MT,2011,66000,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,
6028,Mahindra XUV500 W6 2WD,2015,54684,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,
6029,Audi Q5 2008-2012 2.0 TDI,2012,78000,Diesel,Automatic,Second,12.8 kmpl,1968 CC,167.6 bhp,5,
6030,Hyundai Grand i10 Magna,2016,21000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,
6031,Toyota Corolla H5,2007,90000,Petrol,Manual,Third,13.4 kmpl,1794 CC,125 bhp,5,
